zip,lat,lng
16914,41.85423,-76.78368
16915,41.77545,-77.97092
16917,41.72208,-77.05671
16920,41.97376,-77.28357
16921,41.72420,-77.55627
16922,41.68066,-77.71070
16923,41.95056,-77.87056
16925,41.94857,-76.78381
16926,41.72709,-76.70171
16927,41.95868,-77.65869
16928,41.95340,-77.43449
16929,41.96341,-77.13491
16930,41.58378,-77.13883
16932,41.77913,-76.93947
16933,41.81942,-77.06250
16935,41.87749,-77.30472
16936,41.95112,-76.96711
16937,41.96790,-77.71094
16938,41.59114,-77.37036
16939,41.66364,-77.02583
16940,41.98536,-77.23825
16941,41.98829,-77.75805
16942,41.96254,-77.35223
16943,41.83015,-77.61281
16946,41.90904,-77.13638
16947,41.75950,-76.80405
16948,41.85471,-77.75921
16950,41.90000,-77.53196
17002,40.50251,-77.84840
17003,40.36236,-76.56960
17004,40.60105,-77.73044
17005,40.60285,-76.80970
17006,40.28678,-77.54604
17007,40.12579,-77.11877
17009,40.63611,-77.56529
17010,40.27799,-76.58284
17011,40.23483,-76.92885
17013,40.24269,-77.19728
17015,40.17783,-77.22954
17016,40.27748,-76.40229
17017,40.63779,-76.88219
17018,40.42206,-76.82612
17019,40.09402,-77.02208
17020,40.41417,-77.04150
17021,40.33053,-77.66819
17022,40.16704,-76.60889
17023,40.58426,-76.81626
17024,40.40693,-77.30683
17025,40.29409,-76.97447
17026,40.45844,-76.43140
17027,40.15600,-76.99546
17028,40.39665,-76.65894
17029,40.55802,-77.61700
17030,40.60923,-76.72561
17032,40.49183,-76.83255
17033,40.27182,-76.63753
17034,40.20861,-76.78553
17035,40.40379,-77.58132
17036,40.26823,-76.71211
17037,40.43408,-77.42202
17038,40.46782,-76.53820
17039,40.29271,-76.24071
17040,40.32280,-77.30410
17041,40.21663,-76.53960
17042,40.29495,-76.42481
17043,40.24761,-76.90013
17044,40.57724,-77.59426
17045,40.59709,-77.00093
17046,40.38166,-76.42938
17047,40.37650,-77.42829
17048,40.57616,-76.75993
17049,40.65305,-77.25609
17050,40.24799,-77.02737
17051,40.45952,-77.77577
17052,40.27690,-77.98634
17053,40.32504,-77.02647
17055,40.18306,-77.00522
17056,40.53729,-77.35426
17057,40.19356,-76.72457
17058,40.50480,-77.55330
17059,40.58913,-77.39056
17060,40.46926,-77.89396
17061,40.56670,-76.90909
17062,40.54677,-77.18766
17063,40.76103,-77.48495
17064,40.24226,-76.47620
17065,40.11021,-77.18909
17066,40.35256,-77.86923
17067,40.39042,-76.31505
17068,40.41058,-77.17830
17069,40.45399,-76.97004
17070,40.20419,-76.86822
17071,40.29841,-77.60193
17072,40.23373,-77.08173
17073,40.30284,-76.25516
17074,40.47928,-77.14838
17075,40.39387,-77.83528
17076,40.61619,-77.31176
17077,40.40301,-76.53594
17078,40.28765,-76.58086
17080,40.64068,-76.80310
17081,40.20102,-77.28345
17082,40.49506,-77.44839
17083,40.27760,-76.43760
17084,40.67566,-77.62650
17086,40.69062,-77.12201
17087,40.43576,-76.28081
17088,40.30068,-76.29422
17090,40.31821,-77.18104
17093,40.30743,-76.93042
17094,40.58125,-77.19815
17097,40.58010,-76.67743
17098,40.58896,-76.63233
17099,40.63224,-77.57642
17101,40.25841,-76.89296
17102,40.26780,-76.90241
17103,40.27596,-76.86633
17104,40.25451,-76.86218
17109,40.28995,-76.82430
17110,40.31507,-76.89073
17111,40.26783,-76.78737
17112,40.37399,-76.77021
17113,40.22598,-76.82799
17120,40.26519,-76.88281
17201,39.96105,-77.65618
17202,39.87513,-77.60907
17210,40.19366,-77.67217
17211,39.75415,-78.40097
17212,39.81263,-78.06429
17213,40.24419,-77.77123
17214,39.74793,-77.47122
17215,40.07824,-77.89294
17217,40.23862,-77.72157
17219,40.24201,-77.68814
17220,40.18989,-77.73531
17221,40.06812,-77.81649
17222,39.89596,-77.49400
17223,40.08650,-77.94275
17224,39.96794,-77.89748
17225,39.78351,-77.76287
17228,39.98710,-78.09336
17229,40.08400,-78.01014
17233,39.97561,-77.98716
17235,39.85719,-77.69805
17236,39.80018,-77.94740
17237,39.83386,-77.54370
17238,39.85811,-78.13094
17239,40.13180,-77.83677
17240,40.15087,-77.57969
17241,40.17653,-77.40843
17243,40.27752,-77.81995
17244,40.08676,-77.65862
17246,40.05439,-77.66081
17247,39.79878,-77.57935
17249,40.24138,-77.89946
17250,39.73714,-77.52429
17251,40.13182,-77.68555
17252,39.91233,-77.82691
17253,40.21331,-78.00691
17254,39.97023,-77.59036
17255,40.16125,-77.86251
17256,39.78292,-77.67731
17257,40.04744,-77.49334
17260,40.29604,-77.89370
17261,39.86091,-77.50817
17262,40.14026,-77.74543
17263,39.72722,-77.71786
17264,40.17992,-77.99374
17265,40.03218,-77.77499
17266,40.08857,-77.41293
17267,39.80795,-78.23966
17268,39.77491,-77.57562
17270,39.85473,-77.79781
17271,40.09775,-77.80309
17272,39.76953,-77.62183
17301,39.89523,-76.97898
17302,39.81726,-76.41368
17304,39.97725,-77.23274
17306,39.98058,-77.24940
17307,39.94776,-77.32690
17309,39.87132,-76.45015
17311,39.81655,-76.84247
17313,39.88401,-76.65998
17314,39.74924,-76.32567
17315,40.02660,-76.86406
17316,39.96547,-77.00796
17317,39.97071,-76.52319
17318,40.02218,-76.72084
17319,40.16049,-76.79398
17320,39.77072,-77.38876
17321,39.74968,-76.44434
17322,39.85592,-76.53270
17324,40.03039,-77.23685
17325,39.82626,-77.22761
17327,39.77951,-76.75326
17329,39.76184,-76.85112
17331,39.78969,-76.97798
17339,40.13473,-76.88529
17340,39.75522,-77.11677
17343,39.86909,-77.33468
17344,39.80569,-77.01922
17345,40.07809,-76.74750
17347,40.05743,-76.68816
17349,39.74499,-76.64741
17350,39.89009,-77.07940
17352,39.76120,-76.49985
17353,39.88305,-77.37172
17355,39.75987,-76.69602
17356,39.89659,-76.58225
17360,39.85445,-76.75048
17361,39.76551,-76.67706
17362,39.84768,-76.86870
17363,39.76862,-76.58639
17364,39.92939,-76.89933
17365,40.06033,-76.93400
17366,39.93279,-76.55670
17368,39.98386,-76.51870
17370,40.12144,-76.77840
17371,39.90270,-76.78796
17372,40.00147,-77.10615
17401,39.95946,-76.73346
17402,39.95849,-76.65866
17403,39.92323,-76.71279
17404,40.00264,-76.77353
17406,40.01471,-76.64087
17407,39.88372,-76.71197
17408,39.92886,-76.79935
17501,40.15646,-76.20404
17502,40.10090,-76.66015
17505,40.06350,-76.19244
17507,40.19805,-76.01624
17508,40.12476,-76.21877
17509,39.91206,-76.03650
17512,40.04007,-76.48602
17516,39.94146,-76.37136
17517,40.24475,-76.13288
17518,39.80893,-76.25301
17519,40.14144,-76.02342
17520,40.09752,-76.34919
17522,40.17369,-76.17049
17527,40.00888,-75.99130
17529,40.04193,-76.09714
17532,39.85092,-76.30038
17535,39.98204,-76.02287
17536,39.84803,-76.07377
17538,40.08263,-76.41455
17540,40.09761,-76.18999
17543,40.18103,-76.29538
17545,40.17850,-76.43421
17547,40.06840,-76.58669
17550,40.07592,-76.58343
17551,39.97850,-76.37298
17552,40.10835,-76.51092
17554,40.04030,-76.42418
17555,40.12238,-75.95939
17557,40.09985,-76.07274
17560,39.91268,-76.22768
17562,39.96998,-76.09163
17563,39.76075,-76.19331
17565,39.89770,-76.33103
17566,39.86719,-76.14751
17569,40.27143,-76.09658
17570,40.12994,-76.56885
17572,39.97443,-76.11936
17576,40.03719,-76.19676
17578,40.22610,-76.15981
17579,39.96041,-76.18075
17581,40.16051,-76.04959
17582,39.99314,-76.46918
17584,39.95541,-76.26358
17601,40.07424,-76.31491
17602,40.01462,-76.24635
17603,40.03084,-76.33043
17606,40.11167,-76.30391
17701,41.34504,-76.85725
17702,41.18349,-77.07727
17721,41.18362,-77.31840
17723,41.43530,-77.47136
17724,41.64253,-76.80511
17727,41.51069,-77.49644
17728,41.33477,-77.07857
17729,41.51124,-77.73610
17730,41.11045,-76.87841
17731,41.42941,-76.57867
17737,41.29927,-76.68578
17739,41.38817,-77.41868
17740,41.24945,-77.26965
17742,41.23853,-76.60227
17744,41.24097,-77.15327
17745,41.28507,-77.47117
17747,41.03255,-77.33183
17748,41.15040,-77.35298
17749,41.07224,-76.81889
17750,41.05787,-77.48225
17751,41.15353,-77.54479
17752,41.18007,-76.93047
17754,41.31161,-76.88921
17756,41.20800,-76.73982
17758,41.36015,-76.53553
17760,41.41358,-77.65736
17762,41.28434,-76.69994
17763,41.50738,-76.97618
17764,41.33475,-77.81364
17765,41.56573,-76.97345
17767,41.08387,-77.46316
17768,41.55869,-76.75599
17771,41.43734,-77.03554
17772,41.12506,-76.71303
17774,41.28119,-76.53301
17776,41.41464,-77.29287
17777,41.10652,-76.82170
17778,41.28492,-77.98393
17779,41.20808,-77.37699
17801,40.83472,-76.75501
17810,41.11136,-77.03137
17812,40.74053,-77.22791
17813,40.78040,-77.17208
17814,41.27324,-76.36314
17815,41.01999,-76.42009
17820,40.89564,-76.40374
17821,40.99015,-76.64420
17822,40.96802,-76.60514
17823,40.74653,-76.77725
17824,40.85238,-76.50530
17827,40.75286,-76.96803
17829,40.90055,-77.15580
17830,40.68606,-76.80520
17832,40.80595,-76.45902
17834,40.78021,-76.46688
17835,40.87899,-77.20431
17836,40.71434,-76.60646
17837,40.97498,-76.94515
17840,40.77209,-76.43312
17841,40.72487,-77.35256
17842,40.80132,-77.04345
17844,40.97398,-77.08540
17845,40.88437,-77.21157
17846,41.14175,-76.51712
17847,41.00798,-76.81095
17850,40.96560,-76.85745
17851,40.80312,-76.43430
17853,40.69473,-77.00670
17855,40.88999,-76.96785
17856,41.06536,-76.94736
17857,40.93214,-76.77297
17859,41.11675,-76.39854
17860,40.86696,-76.61104
17861,40.77322,-77.08231
17862,40.86051,-77.05639
17864,40.70473,-76.90582
17865,40.99018,-76.78677
17866,40.80222,-76.54844
17867,40.71411,-76.68860
17868,40.95772,-76.63397
17870,40.81732,-76.88864
17872,40.75364,-76.69563
17876,40.85816,-76.82578
17878,41.17602,-76.32349
17880,40.89221,-77.12175
17881,40.78317,-76.66941
17884,41.05596,-76.66952
17885,40.86635,-77.31402
17886,41.01671,-76.87520
17887,41.12919,-76.93288
17888,40.80678,-76.37848
17889,40.87774,-76.92128
17901,40.68383,-76.27754
17920,40.81964,-76.32691
17921,40.75158,-76.36059
17922,40.58247,-76.11063
17923,40.63287,-76.31991
17925,40.75480,-76.07250
17929,40.63070,-76.19404
17930,40.70867,-76.11535
17931,40.78649,-76.21457
17933,40.60448,-76.24319
17934,40.79543,-76.21472
17935,40.79614,-76.27968
17936,40.75012,-76.33993
17938,40.65307,-76.51708
17941,40.68572,-76.60918
17943,40.75664,-76.38779
17944,40.67242,-76.27918
17945,40.78539,-76.37313
17946,40.81036,-76.25637
17948,40.84909,-76.11718
17949,40.79393,-76.24235
17951,40.67856,-76.24524
17952,40.75544,-76.05855
17953,40.75190,-76.12022
17954,40.69042,-76.25969
17957,40.59182,-76.51821
17959,40.73199,-76.15007
17960,40.69724,-75.94704
17961,40.64970,-76.06095
17963,40.56158,-76.38202
17964,40.70295,-76.51452
17965,40.69861,-76.16528
17967,40.85625,-76.21627
17968,40.63868,-76.61230
17970,40.72021,-76.19195
17972,40.59222,-76.20623
17974,40.69570,-76.23627
17976,40.81990,-76.21050
17978,40.62545,-76.61496
17979,40.56159,-76.19970
17980,40.51868,-76.64456
17981,40.63419,-76.38946
17982,40.78593,-76.02131
17983,40.64262,-76.54717
17985,40.91230,-76.21665
18011,40.47701,-75.64613
18013,40.84876,-75.17729
18014,40.76443,-75.40922
18015,40.58587,-75.36724
18016,40.63233,-75.39309
18017,40.65996,-75.38731
18018,40.62759,-75.39558
18020,40.67238,-75.32746
18030,40.80226,-75.66372
18031,40.55201,-75.64865
18032,40.65619,-75.46779
18034,40.54635,-75.41528
18035,40.74487,-75.53793
18036,40.50888,-75.38600
18037,40.68313,-75.54796
18038,40.79484,-75.48622
18040,40.74594,-75.22567
18041,40.42040,-75.50972
18042,40.65418,-75.22312
18045,40.69348,-75.27441
18046,40.54801,-75.56035
18049,40.51573,-75.48929
18051,40.59561,-75.66693
18052,40.65743,-75.50426
18053,40.71923,-75.70412
18054,40.35237,-75.43874
18055,40.59158,-75.30435
18056,40.45094,-75.55039
18058,40.88874,-75.49429
18059,40.72350,-75.54308
18062,40.50395,-75.58518
18063,40.78260,-75.16715
18064,40.75701,-75.31596
18066,40.66446,-75.74010
18067,40.71504,-75.47467
18068,40.48483,-75.52004
18069,40.62525,-75.61510
18070,40.43487,-75.53562
18071,40.83421,-75.55528
18072,40.84414,-75.25914
18073,40.38650,-75.47443
18074,40.31674,-75.51569
18076,40.37480,-75.48079
18077,40.57006,-75.23712
18078,40.67330,-75.62072
18079,40.74387,-75.65852
18080,40.73586,-75.63531
18081,40.56370,-75.28158
18083,40.75495,-75.26709
18085,40.74123,-75.25489
18086,40.73681,-75.54793
18087,40.55683,-75.59365
18088,40.76569,-75.55751
18091,40.83139,-75.31979
18092,40.46970,-75.51314
18101,40.60266,-75.46924
18102,40.60847,-75.47628
18103,40.57031,-75.48893
18104,40.61166,-75.54685
18105,40.60142,-75.49394
18106,40.56462,-75.56919
18109,40.63549,-75.44192
18195,40.58427,-75.62479
18201,40.94905,-75.95562
18202,40.95443,-76.04599
18210,41.00443,-75.57654
18211,40.74408,-75.83041
18212,40.77525,-75.70957
18214,40.80025,-76.08422
18216,40.94149,-75.89293
18218,40.81974,-75.91610
18219,40.99102,-76.05776
18220,40.84045,-76.06043
18221,41.00159,-75.91691
18222,41.03523,-76.00347
18223,40.98235,-75.95029
18224,41.02626,-75.87401
18225,40.98131,-75.97131
18229,40.93109,-75.67378
18230,40.92108,-75.93453
18231,40.90443,-76.00804
18232,40.83303,-75.88440
18234,40.99259,-75.96435
18235,40.82964,-75.69837
18237,40.88014,-75.98508
18239,40.98934,-75.98827
18240,40.86470,-75.87227
18241,40.95125,-76.13034
18242,40.91139,-76.12432
18244,40.82245,-75.67056
18245,40.85320,-76.03351
18246,40.95716,-76.19516
18248,40.90116,-76.09270
18249,40.98779,-76.11612
18250,40.82496,-75.84620
18251,41.00805,-76.07738
18252,40.76700,-75.97408
18254,40.91591,-75.96565
18255,40.93349,-75.82970
18256,40.94079,-76.14683
18301,41.04236,-75.17582
18302,41.09657,-75.11112
18321,41.01668,-75.28896
18322,40.91852,-75.39328
18323,41.19658,-75.27347
18324,41.15814,-75.00069
18325,41.20513,-75.22497
18326,41.16728,-75.25310
18327,40.96787,-75.13384
18328,41.22850,-74.97398
18330,40.96255,-75.44992
18331,40.90994,-75.44383
18332,41.09475,-75.26134
18333,40.90608,-75.49008
18334,41.05495,-75.43178
18335,41.06859,-75.10241
18336,41.37337,-74.73975
18337,41.32911,-74.87179
18340,41.41777,-74.76590
18342,41.17061,-75.27344
18343,40.89371,-75.11190
18344,41.12289,-75.34403
18346,41.14275,-75.42119
18347,41.13889,-75.56024
18349,41.10125,-75.36651
18350,41.12382,-75.46614
18351,40.92272,-75.09933
18352,41.00683,-75.35609
18353,40.89534,-75.35767
18354,40.92260,-75.32210
18355,41.07695,-75.36290
18356,41.01109,-75.11811
18357,41.23165,-75.21071
18360,40.96729,-75.28800
18370,41.09241,-75.33954
18371,41.15001,-75.04525
18372,41.04404,-75.33429
18403,41.50900,-75.53494
18405,41.59985,-75.10387
18407,41.59175,-75.53485
18411,41.45449,-75.74454
18413,41.64813,-75.58934
18414,41.54107,-75.74107
18415,41.74353,-75.12427
18417,41.80970,-75.20112
18419,41.58593,-75.79237
18420,41.60201,-75.71013
18421,41.66419,-75.49286
18424,41.23048,-75.52496
18425,41.43845,-75.04314
18426,41.32551,-75.23906
18427,41.40498,-75.40690
18428,41.40636,-75.12009
18430,41.75645,-75.47246
18431,41.61647,-75.25771
18433,41.57331,-75.58133
18434,41.45222,-75.54128
18435,41.45547,-74.98313
18436,41.44279,-75.39345
18437,41.87197,-75.31650
18438,41.43916,-75.25649
18439,41.82550,-75.34897
18441,41.65605,-75.61390
18443,41.66293,-75.10209
18444,41.32907,-75.55277
18445,41.29791,-75.35936
18446,41.65617,-75.75914
18447,41.51345,-75.60717
18451,41.39700,-75.21793
18452,41.48363,-75.59028
18453,41.75850,-75.37079
18454,41.82729,-75.42614
18455,41.89300,-75.35919
18456,41.60847,-75.34432
18457,41.47209,-75.04917
18458,41.39577,-74.91928
18459,41.50410,-75.42884
18460,41.24989,-75.31301
18461,41.92900,-75.32767
18462,41.91434,-75.40909
18463,41.35910,-75.39351
18464,41.40379,-75.17774
18465,41.83130,-75.51685
18466,41.19644,-75.39423
18469,41.70557,-75.13058
18470,41.72471,-75.53552
18471,41.52909,-75.69118
18472,41.58341,-75.39669
18473,41.52203,-75.21716
18503,41.41112,-75.66746
18504,41.42876,-75.69941
18505,41.38620,-75.65153
18507,41.35907,-75.68188
18508,41.45495,-75.65794
18509,41.43084,-75.64291
18510,41.40738,-75.63661
18512,41.42624,-75.60134
18517,41.39464,-75.71364
18518,41.37500,-75.73960
18519,41.46194,-75.63072
18602,41.18602,-75.75399
18603,41.08293,-76.24785
18610,41.06949,-75.54984
18612,41.34610,-75.98639
18614,41.52495,-76.49700
18615,41.46170,-75.85720
18616,41.50483,-76.63606
18617,41.17054,-76.07753
18618,41.36471,-76.04474
18619,41.46170,-76.71782
18621,41.24860,-76.09855
18622,41.20123,-76.27352
18623,41.66480,-76.15198
18624,41.06071,-75.64656
18625,41.51503,-75.85016
18626,41.39829,-76.52388
18628,41.43014,-76.31381
18629,41.51760,-76.14134
18630,41.66214,-76.02364
18631,41.02991,-76.30437
18632,41.45936,-76.37747
18634,41.18551,-76.02262
18635,41.02924,-76.20135
18636,41.39135,-76.11368
18640,41.29736,-75.74025
18641,41.33640,-75.72839
18642,41.35635,-75.77318
18643,41.37082,-75.84042
18644,41.32799,-75.88196
18651,41.25405,-75.95983
18653,41.39357,-75.82384
18655,41.18772,-76.20321
18656,41.33254,-76.18544
18657,41.52251,-75.95949
18660,41.09866,-76.06291
18661,41.07639,-75.74080
18701,41.24365,-75.88503
18702,41.23048,-75.75744
18704,41.26252,-75.91464
18705,41.27185,-75.84277
18706,41.20329,-75.91480
18707,41.13575,-75.93350
18708,41.29585,-75.96346
18709,41.28559,-75.89652
18801,41.82639,-75.93971
18810,41.93106,-76.50101
18812,41.97320,-75.96475
18814,41.78406,-76.60727
18816,41.75716,-75.91563
18817,41.87272,-76.63161
18818,41.91126,-76.04401
18821,41.98982,-75.72270
18822,41.97036,-75.79417
18823,41.77833,-75.69012
18824,41.69737,-75.78718
18825,41.80788,-75.60773
18826,41.74558,-75.74899
18828,41.80672,-76.09616
18829,41.83764,-76.17369
18830,41.95909,-76.11445
18831,41.89422,-76.59812
18832,41.67822,-76.56885
18833,41.59708,-76.48368
18834,41.83097,-75.72093
18837,41.91507,-76.30286
18840,41.97155,-76.53496
18842,41.74970,-75.62344
18843,41.79446,-75.89959
18844,41.69097,-75.90524
18845,41.78734,-76.18212
18846,41.62141,-76.22999
18847,41.92884,-75.57905
18848,41.75106,-76.45474
18850,41.85426,-76.46238
18851,41.93390,-76.17646
18853,41.72141,-76.27693
18854,41.79067,-76.35571
18901,40.30627,-75.14714
18902,40.35213,-75.09568
18912,40.32395,-75.05641
18913,40.37939,-75.06001
18914,40.28898,-75.20959
18915,40.27211,-75.25682
18917,40.37692,-75.20595
18920,40.49772,-75.08403
18923,40.35781,-75.17404
18925,40.28881,-75.05804
18929,40.25551,-75.08015
18930,40.52107,-75.21867
18932,40.29158,-75.25049
18935,40.43702,-75.40347
18936,40.22405,-75.23096
18938,40.35105,-74.99805
18940,40.26059,-74.93707
18942,40.47116,-75.16047
18944,40.38929,-75.23444
18947,40.42290,-75.11784
18950,40.44523,-75.07444
18951,40.45296,-75.34886
18954,40.22541,-74.99296
18955,40.47664,-75.31369
18960,40.36630,-75.32590
18962,40.34668,-75.27114
18964,40.30347,-75.33789
18966,40.18847,-75.00990
18969,40.32630,-75.36842
18970,40.41200,-75.38121
18972,40.52732,-75.12467
18974,40.21706,-75.07280
18976,40.24882,-75.14352
18977,40.28686,-74.88211
18980,40.26844,-75.01816
19001,40.12592,-75.12544
19002,40.18722,-75.20688
19003,40.00155,-75.29893
19004,40.00975,-75.23151
19006,40.15044,-75.03390
19007,40.11318,-74.85765
19008,39.97242,-75.36044
19009,40.13781,-75.06424
19010,40.02363,-75.32972
19012,40.05977,-75.10589
19013,39.84884,-75.37599
19014,39.86491,-75.43296
19015,39.86863,-75.39294
19017,39.88944,-75.46268
19018,39.92306,-75.29859
19020,40.09975,-74.93783
19021,40.08965,-74.89218
19022,39.86144,-75.33702
19023,39.91714,-75.26739
19025,40.14644,-75.16199
19026,39.95031,-75.30404
19027,40.07312,-75.12443
19029,39.87068,-75.29212
19030,40.18047,-74.83726
19031,40.10916,-75.21701
19032,39.89130,-75.27878
19033,39.89088,-75.32843
19034,40.13427,-75.20484
19035,40.05135,-75.27764
19036,39.90358,-75.29336
19038,40.10042,-75.17176
19040,40.17688,-75.10559
19041,40.00740,-75.31577
19043,39.90031,-75.30885
19044,40.18607,-75.15287
19046,40.10141,-75.10552
19047,40.18045,-74.91245
19050,39.93755,-75.26366
19053,40.15392,-74.97499
19054,40.17302,-74.81882
19055,40.15031,-74.83922
19056,40.14934,-74.88581
19057,40.14082,-74.85404
19060,39.84998,-75.49367
19061,39.82883,-75.43507
19063,39.92223,-75.41406
19064,39.93316,-75.34081
19066,40.00258,-75.24906
19067,40.20588,-74.81783
19070,39.90625,-75.32473
19072,40.02389,-75.25774
19073,39.98325,-75.42922
19074,39.88599,-75.29576
19075,40.11388,-75.18503
19076,39.88610,-75.30737
19078,39.87438,-75.32212
19079,39.89878,-75.26707
19081,39.89805,-75.34716
19082,39.96043,-75.27042
19083,39.97702,-75.31207
19085,40.03697,-75.34991
19086,39.89064,-75.37004
19087,40.06187,-75.40246
19090,40.15745,-75.12475
19094,39.87488,-75.34664
19095,40.08599,-75.15123
19096,39.99788,-75.27418
19102,39.95278,-75.16559
19103,39.95290,-75.17430
19104,39.95852,-75.19886
19106,39.94863,-75.14279
19107,39.95174,-75.15865
19109,39.94965,-75.16365
19111,40.06061,-75.08018
19112,39.88986,-75.16939
19113,39.86742,-75.25331
19114,40.06940,-75.00016
19115,40.09070,-75.04287
19116,40.11557,-75.01328
19118,40.07387,-75.21122
19119,40.05335,-75.19111
19120,40.03415,-75.11920
19121,39.98198,-75.17912
19122,39.97775,-75.14590
19123,39.96449,-75.14580
19124,40.01712,-75.09281
19125,39.97625,-75.12511
19126,40.05539,-75.13756
19127,40.02815,-75.22755
19128,40.04848,-75.22793
19129,40.01301,-75.18540
19130,39.96793,-75.17607
19131,39.99018,-75.21779
19132,39.99626,-75.17086
19133,39.99309,-75.14167
19134,39.98960,-75.10909
19135,40.02211,-75.04853
19136,40.03941,-75.01856
19137,39.99300,-75.07205
19138,40.05600,-75.15905
19139,39.96135,-75.22933
19140,40.01218,-75.14549
19141,40.03757,-75.14569
19142,39.92175,-75.23328
19143,39.94258,-75.22590
19144,40.03386,-75.17408
19145,39.90958,-75.19840
19146,39.93950,-75.18415
19147,39.93533,-75.15249
19148,39.91161,-75.15148
19149,40.03772,-75.06576
19150,40.07250,-75.17182
19151,39.97961,-75.25704
19152,40.06095,-75.04699
19153,39.89345,-75.22965
19154,40.09648,-74.98322
19301,40.04028,-75.48034
19310,39.93509,-75.97283
19311,39.82109,-75.77135
19312,40.03129,-75.45495
19316,40.05408,-75.83384
19317,39.86080,-75.59938
19319,39.92610,-75.52105
19320,39.96299,-75.83203
19330,39.86829,-75.91379
19333,40.04187,-75.42360
19335,40.02262,-75.72122
19341,40.03997,-75.64075
19342,39.90412,-75.49942
19343,40.10077,-75.75495
19344,40.08358,-75.88136
19345,40.02947,-75.56529
19348,39.87028,-75.71291
19350,39.76028,-75.79635
19352,39.77592,-75.88966
19355,40.04645,-75.53300
19358,39.96391,-75.80506
19362,39.75074,-76.07038
19363,39.79056,-75.96848
19365,39.96637,-75.92513
19367,39.96299,-75.88402
19372,39.99840,-75.75846
19373,39.90110,-75.53350
19374,39.82470,-75.75743
19375,39.90005,-75.73698
19380,39.98722,-75.60314
19382,39.92766,-75.61317
19383,39.95159,-75.60163
19390,39.83610,-75.84236
19401,40.13018,-75.33163
19403,40.14867,-75.37551
19405,40.10355,-75.34102
19406,40.09327,-75.38364
19422,40.15681,-75.27939
19425,40.10178,-75.65107
19426,40.19130,-75.43705
19428,40.08034,-75.30046
19435,40.32748,-75.56917
19436,40.20151,-75.24700
19437,40.18241,-75.25858
19438,40.26944,-75.39001
19440,40.28514,-75.29091
19442,40.12952,-75.58315
19444,40.08774,-75.25316
19446,40.23233,-75.30392
19453,40.14007,-75.49895
19454,40.22611,-75.24379
19456,40.13390,-75.46177
19457,40.20638,-75.59012
19460,40.12683,-75.53045
19462,40.11534,-75.28199
19464,40.25893,-75.61586
19465,40.19039,-75.68457
19468,40.20764,-75.53207
19472,40.33693,-75.57378
19473,40.25617,-75.48253
19474,40.22353,-75.40404
19475,40.17338,-75.60266
19477,40.18332,-75.23146
19492,40.28551,-75.49199
19501,40.24448,-76.06470
19503,40.40801,-75.57148
19504,40.41622,-75.58855
19505,40.37909,-75.62242
19506,40.45422,-76.12869
19507,40.50517,-76.27031
19508,40.26660,-75.83844
19510,40.44584,-75.87487
19511,40.48592,-75.74323
19512,40.34833,-75.68055
19518,40.27020,-75.75253
19519,40.32072,-75.73481
19520,40.16351,-75.79346
19522,40.44734,-75.82050
19523,40.20087,-75.85077
19525,40.30544,-75.58494
19526,40.54710,-75.99664
19529,40.63131,-75.86461
19530,40.53907,-75.78144
19533,40.42517,-75.99267
19534,40.57342,-75.87482
19535,40.34000,-75.80403
19536,40.48058,-75.75895
19538,40.54758,-75.70262
19539,40.49631,-75.68356
19540,40.23628,-75.96661
19541,40.48596,-76.03024
19542,40.26120,-75.76719
19543,40.17562,-75.89498
19544,40.41745,-76.29624
19545,40.34152,-75.62407
19547,40.38005,-75.76860
19549,40.58452,-76.02003
19550,40.45494,-76.24943
19551,40.36178,-76.13732
19554,40.51288,-76.10373
19555,40.49438,-75.95392
19559,40.49522,-76.18240
19560,40.40626,-75.89358
19562,40.50538,-75.70265
19564,40.51873,-75.87831
19565,40.34251,-76.08824
19567,40.38839,-76.20978
19601,40.35576,-75.94103
19602,40.32874,-75.91498
19604,40.35683,-75.91024
19605,40.39791,-75.94319
19606,40.33892,-75.85708
19607,40.29148,-75.94479
19608,40.31080,-76.03477
19609,40.32831,-75.99729
19610,40.34154,-75.97492
19611,40.32467,-75.94286
19701,39.58317,-75.70090
19702,39.61820,-75.72972
19703,39.80151,-75.45385
19706,39.57321,-75.59606
19707,39.78559,-75.68364
19709,39.49437,-75.67747
19710,39.79517,-75.58809
19711,39.71378,-75.74083
19713,39.67161,-75.71340
19716,39.68956,-75.75839
19717,39.67846,-75.75227
19720,39.64692,-75.60485
19730,39.46398,-75.64682
19731,39.51977,-75.58124
19732,39.78390,-75.57004
19733,39.55583,-75.65109
19734,39.38164,-75.65332
19735,39.80317,-75.59972
19736,39.80248,-75.67592
19801,39.72772,-75.54115
19802,39.75661,-75.52908
19803,39.80067,-75.54242
19804,39.71686,-75.61768
19805,39.74375,-75.59333
19806,39.76331,-75.56414
19807,39.79650,-75.61284
19808,39.73761,-75.66706
19809,39.75779,-75.50095
19810,39.81878,-75.50640
19901,39.18154,-75.47352
19902,39.12525,-75.48181
19904,39.17128,-75.58762
19930,38.54745,-75.06273
19931,38.57399,-75.62299
19933,38.72834,-75.61989
19934,39.08473,-75.62735
19936,39.21911,-75.58439
19938,39.26088,-75.70761
19939,38.58141,-75.19646
19940,38.47756,-75.56493
19941,38.79366,-75.42606
19943,39.00444,-75.60699
19944,38.47787,-75.05308
